pub_date	title	venue	excerpt	citation	url_slug	paper_url
2022-08-06	Deep learning techniques for in-core perturbation identification and localization of time-series nuclear plant measurements	Annals of Nuclear Energy	This paper is about the number 1. The number 2 is left for future work.	Papaoikonomou, A. et al (2022). "Deep learning techniques for in-core perturbation identification and localization of time-series nuclear plant measurements" <i>ANEJ 178</i>.	ANEJ-SSL-2022	/files/paper1.pdf
